Language	English
Menu_DisplayCombat_BelmontLife	Barra de Energia de Gabriel
Menu_DisplayCombat_EnemiesLife	Barras de Energia dos Inimigos
Menu_DisplayCombat_Experience	Ganhos de Experiência
Menu_DisplayCombat_BelmontRecover	Recuperação de Saúde de Gabriel
Menu_DisplayCombat_BelmontFocus	Ganhos de Foco de Gabriel
Menu_Artwork	Artwork
Mission_CH01_BesiegedVillage0	Villager>Socorro, estou sendo atacado!
Mission_CH01_BesiegedVillage1	Villager>Preciso de ajuda!
Mission_CH01_BesiegedVillage2	Villager>Guerreiro, tire isso de cima de mim!
Mission_CH01_BesiegedVillage3	Villager>Não deixe que me matem!
Mission_CH01_BesiegedVillage4	Villager>Não aguento mais!
Mission_CH01_BesiegedVillage5	Villager>Me ajude!
Mission_CH01_BesiegedVillage6	Villager>Tire isso de cima de mim!
Mission_CH01_BesiegedVillage7	Villager>Me ajude, eu imploro, me ajude!
Mission_CH02_PowerCristals6	Claudia>Oh, não! Você desperdiçou o Cristal! Agora você vai ter que encontrar mais quatro fragmentos de novo! Vá e encontre mais alguns cristais. Lembre-se que você pode encontrá-los em lugares especiais, onde crescem os cristais!
Mission_CH02_PowerCristals7	Claudia>Ótimo! Agora volte aqui! Não desperdice este cristal, senão você terá de encontrar outro!
Mission_CH02_PowerCristals8	Claudia>Lembre-se que ainda precisamos de mais três fragmentos de cristal!
Mission_CH02_PowerCristals9	Claudia>Lembre-se que ainda precisamos de mais dois fragmentos de cristal!
Mission_CH02_PowerCristals10	Claudia>Falta só mais um fragmento! Você só precisa de mais um para criar um cristal inteiro!
Mission_CH02_PowerCristals11	Claudia>Vá à procura das áreas onde crescem os fragmentos de cristal. Esperaremos por você aqui.
Mission_CH02_PowerCristals12	Claudia>Os lugares onde crescem os fragmentos de cristal são roxos. Você precisa de quatro fragmentos para criar um cristal inteiro!
Mission_CH02_PowerCristals13	Claudia>Nós não temos tempo a perder, Gabriel. Encontre as áreas onde crescem os fragmentos de cristal!
Mission_CH02_PowerCristals14	Claudia>Você encontrou um fragmento de cristal! Precisamos de mais três agora!
Mission_CH02_PowerCristals15	Claudia>Você encontrou mais um! Precisamos de mais dois!
Mission_CH02_PowerCristals16	Claudia>Excelente! Só mais um!
Mission_CH02_Door2_Puzzle0	Claudia>Estas estátuas parecem estar aqui por algum motivo...
Mission_CH02_Door2_Puzzle1	Claudia>Um grande Titã o espera atrás desta porta...
Mission_CH02_Door2_Puzzle2	Claudia>Acho que é preciso usar um cristal para ativar as estátuas.
Mission_CH02_Door2_Puzzle3	Claudia>Acho que estas estátuas podem ser movidas... de alguma forma.
Mission_CH02_Door2_Puzzle4	Claudia>Talvez você possa mover estas estátuas para alterar a direção dos raios de luz...
Mission_CH02_Door2_Puzzle5	Claudia>Bom trabalho, Gabriel!
Mission_CH02_StoneIdolComb0	Claudia>Rápido, segure-se em alguma coisa, agora!
Mission_CH02_StoneIdolComb1	Claudia>Ei, aqui!
Mission_CH02_StoneIdolComb2	Claudia>Gabriel, pegue isso!
Mission_CH02_StoneIdolComb3	Claudia>Não chegue muito perto do Titã!
Mission_CH02_StoneIdolComb4	Claudia>Espere pela melhor oportunidade, Gabriel!
Mission_CH02_StoneIdolComb5	Claudia>Pra trás, fique longe disso!
Mission_CH02_StoneIdolComb6	Claudia>Estas pedras são muito perigosas! Sai daí!
Mission_CH02_StoneIdolComb7	Claudia>Cuidado com a pedra!
Mission_CH02_StoneIdolComb8	Claudia>Olhe! Use-a, Gabriel!
Mission_CH02_StoneIdolComb9	Claudia>Aquela pedra, você pode usá-la!
Mission_CH02_StoneIdolComb10	Claudia>Pegue a pedra! Use-a contra o Titã!
Mission_CH02_StoneIdolComb11	Claudia>Pegue a pedra e jogue de volta na próxima!
Mission_CH02_StoneIdolComb12	Claudia>Pegue a pedra antes que ela o acerte e jogue de volta no Titã!
Mission_CH02_StoneIdolComb13	Claudia>Agora é sua chance, suba nela!
Mission_CH02_StoneIdolComb14	Claudia>O Titã está atordoado, Gabriel, VAI!
Mission_CH02_StoneIdolComb15	Claudia>Agora, Gabriel, vai!
Mission_CH02_StoneIdolComb16	Claudia>Aqui embaixo, sua cadela!
Mission_CH02_StoneIdolComb17	Claudia>Não! Aqui! Olhe aqui!
Mission_CH02_StoneIdolComb18	Claudia>Estou aqui, monstro!
Mission_CH02_StoneIdolComb19	Claudia>Vamos! Olhe aqui! Estou aqui!
Mission_CH05_GraveY_CombGhouls0	Zobek>Ghouls!
Mission_CH05_GraveY_CombGhouls1	Zobek>Ghouls!
Mission_CH05_GraveY_Comb0	Zobek>Bestas profanas!
Mission_CH05_GraveY_Comb1	Zobek>Bestas profanas!
Mission_CH05_GraveY_Comb2	Zobek>Criaturas malditas!
Mission_CH05_GraveY_Comb3	Zobek>Criaturas malditas!
Mission_CH05_GraveY_Comb4	Zobek>Vou mandá-lo de volta para o inferno!
Mission_CH05_GraveY_Comb5	Zobek>Vou mandá-lo de volta para o inferno!
Mission_CH05_GraveY_Comb6	Zobek>Não se atreva a tocar em mim!
Mission_CH05_GraveY_Comb7	Zobek>Não se atreva a tocar em mim!
Mission_CH05_GraveY_Comb8	Zobek>Vocês deveriam ter ficado enfiados em seus buracos!
Mission_CH05_GraveY_Comb9	Zobek>Vocês deveriam ter ficado enfiados em seus buracos!
Mission_CH05_GraveY_Comb10	Zobek>Afaste-se de mim, sua imundice!
Mission_CH05_GraveY_Comb11	Zobek>Afaste-se de mim, sua imundice!
Mission_CH05_GraveY_Comb12	Zobek>Você está morto... MESMO!
Mission_CH05_GraveY_Comb13	Zobek>Você está morto... MESMO!
Mission_CH05_GraveY_Comb14	Zobek>Vocês já não são homens há muito tempo!
Mission_CH05_GraveY_Comb15	Zobek>Vocês já não são homens há muito tempo!
Mission_CH05_GraveY_Comb16	Zobek>Para trás, demônios!
Mission_CH05_GraveY_Comb17	Zobek>Para trás, demônios!
Mission_CH05_GraveY_Comb18	Zobek>Suma da minha vista!
Mission_CH05_GraveY_Comb19	Zobek>Suma da minha vista!
Mission_CH05_GraveY_Comb20	Zobek>Vou destruir todos vocês!
Mission_CH05_GraveY_Comb21	Zobek>Vou destruir todos vocês!
Mission_CH05_GraveY_Comb22	Zobek>Vocês todos terão o mesmo destino!
Mission_CH05_GraveY_Comb23	Zobek>Vocês todos terão o mesmo destino!
Mission_CH05_GraveY_Comb24	Zobek>Você está morto!
Mission_CH05_GraveY_Comb25	Zobek>Você está morto!
Mission_CH05_GraveY_Bf1Comb0	Zobek>Precisamos bloquear aquele buraco de alguma forma!
Mission_CH05_GraveY_Bf1Comb1	Zobek>Eles voltarão se não bloquearmos o buraco!
Mission_CH05_GraveY_Bf1Comb2	Zobek>Gabriel, veja se podemos usar aquela estátua para bloquear o buraco!
Mission_CH05_GraveY_Bf2Comb0	Zobek>Precisamos bloquear aquele buraco de alguma forma!
Mission_CH05_GraveY_Bf2Comb1	Zobek>Eles voltarão se não bloquearmos o buraco!
Mission_CH05_GraveY_Bf2Comb2	Zobek>Precisamos bloquear sua saída!
Mission_CH05_GraveY_Bf2Comb3	Zobek>Gabriel, se aquela estátua estivesse mais próxima do buraco, nós poderíamos cobri-lo como fizemos antes!
Mission_CH05_GraveY_Bf3Comb0	Zobek>Precisamos bloquear aquele buraco de alguma forma!
Mission_CH05_GraveY_Bf3Comb1	Zobek>Eles voltarão se não bloquearmos o buraco!
Mission_CH05_GraveY_Bf3Comb2	Zobek>Precisamos fechar a saída deles!
Mission_CH05_GraveY_Bf3Comb3	Zobek>Precisamos nos certificar de que eles não sairão do buraco novamente!
Mission_CH05_GraveY_Bf3Comb4	Zobek>Tem de haver uma estátua por perto com a qual possamos bloquear o buraco.
Mission_CH05_GraveY_Statue0	Gabriel>Zobek, me ajude a derrubar essa estátua!
Mission_CH05_GraveY_Statue1	Gabriel>Preciso da sua ajuda com essa estátua, Zobek!
Mission_CH05_GraveY_Statue2	Gabriel>Me ajude, Zobek! Nós podemos derrubar a estátua apenas se fizermos isso juntos!
Mission_CH05_GraveY_Statue3	Gabriel>Preciso que você empurre a estátua pelo outro lado, Zobek!
Mission_CH05_GraveY_Statue4	Zobek>Como quiser!
Mission_CH05_GraveY_Statue5	Zobek>Estou indo!
Mission_CH05_GraveY_Statue6	Zobek>Estou indo, espere!
Mission_CH05_GraveY_Statue7	Zobek>Essa é uma boa ideia!
Mission_CH05_GraveY_StatueFail0	Zobek>Esse não! Precisamos primeiro bloquear o buraco por onde estas bestas estão saindo!
Mission_CH05_GraveY_StatueFail1	Zobek>Esse não! Precisamos primeiro impedir os Ghouls de entrarem!
Mission_CH05_GraveY_StatueFail2	Zobek>Esse não! Volte aqui para fecharmos este buraco primeiro.
Mission_CH05_GraveY_StatueFail3	Zobek>Esse não! Vamos nos concentrar em impedir que os Ghouls saiam!
Mission_CH05_CataC_BfComb0	Zobek>Vampiros! Cuidado Gabriel, isso não vai ser fácil...
Mission_CH05_CataC_Comb0	Zobek>Bestas imundas!
Mission_CH05_CataC_Comb1	Zobek>Criaturas malditas!
Mission_CH05_CataC_Comb2	Zobek>Vou mandá-lo de volta para o inferno!
Mission_CH05_CataC_Comb3	Zobek>Não se atreva a tocar em mim!
Mission_CH05_CataC_Comb4	Zobek>Vocês deveriam ter ficado enfiados em seus buracos!
Mission_CH05_CataC_Comb5	Zobek>Afaste-se de mim, sua imundice!
Mission_CH05_CataC_Comb6	Zobek>Você está morto... MESMO!
Mission_CH05_CataC_Comb7	Zobek>Vocês já não são homens há muito tempo!
Mission_CH05_CataC_Comb8	Zobek>Para trás, demônios!
Mission_CH05_CataC_Comb9	Zobek>Suma da minha vista!
Mission_CH05_CataC_Comb10	Zobek>Vou destruir todos vocês!
Mission_CH05_CataC_Comb11	Zobek>Vocês todos terão o mesmo destino!
Mission_CH05_CataC_Comb12	Zobek>Você está morto!
Mission_CH05_CataC_Gate1Bf0	Zobek>Temos de abrir aquela porta, do contrário não sairemos vivos daqui!
Mission_CH05_CataC_Gate1Bf1	Zobek>Vejo um dispositivo que pode nos ajudar a abrir a porta!
Mission_CH05_CataC_Gate1Bf2	Zobek>Precisamos de uma barra de metal para ativar a porta!
Mission_CH05_CataC_Gate1Help0	Gabriel>Zobek, me ajude com a alavanca!
Mission_CH05_CataC_Gate1Help1	Gabriel>Preciso da sua ajuda com a alavanca, Zobek!
Mission_CH05_CataC_Gate1Help2	Zobek>Agora mesmo!
Mission_CH05_CataC_Gate1Help3	Zobek>Estou indo!
Mission_CH05_CataC_Gate1Help4	Zobek>Estou indo, espere!
Mission_CH05_CataC_Gate1Help5	Zobek>Essa é uma boa ideia!
Mission_CH05_CataC_Gate1Hurry0	Zobek>Ande! Não posso aguentar por muito tempo!
Mission_CH05_CataC_Gate1Hurry1	Zobek>Atravesse para o outro lado, rápido!
Mission_CH05_CataC_Gate1Hurry2	Zobek>Vamos, vamos, atravesse agora!
Mission_CH05_CataC_Gate2Bf0	Zobek>Deve haver uma maneira de derrubar a grade.
Mission_CH05_CataC_Gate2Bf1	Zobek>Deve haver uma maneira de derrubar a grade.
Mission_CH05_CataC_Gate2Bf2	Zobek>Que tal com a estátua...?
Mission_CH05_CataC_Gate2Bf3	Zobek>Que tal com a estátua...?
Mission_CH05_CataC_Gate2Bf2K0	Zobek>Aquele abade bastardo se protegeu bem. Precisamos de suas chaves para sair daqui...
Mission_CH05_CataC_Ceiling1Stone0	Zobek>Apoie a próxima placa antes de ficarmos trancados aqui
Mission_CH05_CataC_Ceiling1Stone1	Zobek>Apoie a próxima placa, rápido!
Mission_CH05_CataC_Ceiling1Stone2	Zobek>Rápido, apoie a próxima placa ou morreremos aqui!
Mission_CH05_CataC_Ceiling1Stone3	Zobek>Não vou aguentar por muito tempo, apoie a próxima placa!
Mission_CH05_CataC_Ceiling2Stone0	Gabriel>Zobek, rápido, siga em frente e apoie a próxima placa!
Mission_CH05_CataC_Ceiling2Stone1	Gabriel>Ande, escore a próxima placa!
Mission_CH05_CataC_Ceiling2Stone2	Gabriel>Não consigo segurá-la, ande!
Mission_CH05_CataC_Ceiling2Stone3	Zobek>Estou indo!
Mission_CH05_CataC_Ceiling2Stone4	Zobek>Estou indo, espere!
Mission_CH05_CataC_Ceiling3Stone0	Zobek>Corra, saia daqui!
Mission_CH05_CataC_Ceiling3Stone1	Zobek>Rápido ou morreremos aqui!
Mission_CH05_CataC_Ceiling3Stone2	Zobek>Não posso aguentar por muito tempo, saia daqui!
Mission_CH05_CataC_1Key0	Zobek>Lá está uma das chaves que precisamos!
Mission_CH05_CataC_2Key0	Zobek>Que lugar estranho... Lá está a chave!
Mission_CH05_CataC_2Key1	Zobek>Estes dispositivos são como aqueles que acabamos de usar...
Mission_CH05_CataC_2Key2	Zobek>Estes dispositivos precisam que a alavanca seja inserida...
Mission_CH05_CataC_2KeyPlatf0	Gabriel>Suba na plataforma, agora!
Mission_CH05_CataC_2KeyPlatf1	Gabriel>Suba na plataforma, agora!
Mission_CH05_CataC_2KeyPlatf2	Zobek>Agora mesmo!
Mission_CH05_CataC_2KeyRail0	Gabriel>Vá e firme a próxima placa, Zobek!
Mission_CH05_CataC_2KeyRail1	Gabriel>Preciso que você corra e firme a próxima placa, Zobek!
Mission_CH05_CataC_2KeyRail2	Zobek>Agora mesmo!
Mission_CH05_CataC_2KeyRail3	Zobek>Estou indo!
Mission_CH05_CataC_2KeyRail4	Zobek>Estou indo, espere!
Mission_CH05_CataC_2KeyRail5	Zobek>Essa é uma boa ideia!
Mission_CH05_Cloister_ArwTip0	Zobek>Há um estranho dispositivo aqui...
Mission_CH05_Cloister_ArwTip1	Zobek>É um selo mágico criado pelo abade! Deve haver uma maneira de manipulá-lo.
Mission_CH05_Cloister_Comb0	Zobek>Bestas imundas!
Mission_CH05_Cloister_Comb1	Zobek>Criaturas malditas!
Mission_CH05_Cloister_Comb2	Zobek>Vou mandá-lo de volta para o Inferno!
Mission_CH05_Cloister_Comb3	Zobek>Não se atreva a tocar em mim!
Mission_CH05_Cloister_Comb4	Zobek>Vocês deveriam ter ficado enfiados em seus buracos!
Mission_CH05_Cloister_Comb5	Zobek>Afaste-se de mim, sua imundice!
Mission_CH05_Cloister_Comb6	Zobek>Você está morto... MESMO!
Mission_CH05_Cloister_Comb7	Zobek>Vocês já não são homens há muito tempo!
Mission_CH05_Cloister_Comb8	Zobek>Para trás, demônios!
Mission_CH05_Cloister_Comb9	Zobek>Suma da minha vista!
Mission_CH05_Cloister_Comb10	Zobek>Vou destruir todos vocês!
Mission_CH05_Cloister_Comb11	Zobek>Vocês todos terão o mesmo destino!
Mission_CH05_Cloister_Comb12	Zobek>Você está morto!
Mission_CH05_Cloister_ArwTipHelp0	Zobek>Gabriel, acho que a direção do dispositivo determina a posição do selo, mas está faltando uma peça!
Mission_CH05_Cloister_ArwTipHelp1	Zobek>Falta a flecha que mostra a direção na qual o selo aparece!
Mission_CH05_Cloister_ArwTipSeal0	Gabriel>Zobek, segure o dispositivo, bem firme!
Mission_CH05_Cloister_ArwTipSeal1	Gabriel>Preciso que você segure o dispositivo com firmeza, Zobek!
Mission_CH05_Cloister_ArwTipSeal2	Zobek>Agora mesmo!
Mission_CH05_Cloister_ArwTipSeal3	Zobek>Estou indo!
Mission_CH05_Cloister_ArwTipSeal4	Zobek>Estou indo, espere!
Mission_CH05_Cloister_ArwTipAf0	Zobek>Muito bem!
Mission_CH05_Cloister_ArwTipAf1	Zobek>Muito bem!
Mission_CH05_Cloister_ArwTipAf2	Zobek>Muito bem!
Mission_CH05_ArmourCombBf0	Gabriel>Procure uma saída! Vou detê-lo!
Mission_CH6_Wargame_NoPlay0	VampireGirl>Estou perdendo a paciência...
Mission_CH6_Wargame_NoPlay1	VampireGirl>Gire a roda, agora!
Mission_CH6_Wargame_NoPlay2	VampireGirl>... Estou ficando entediada!
Mission_CH6_Wargame_NoPlay3	VampireGirl>Você quer que eu gire a roda por você?
Mission_CH6_Wargame_NoPlay4	VampireGirl>... Ainda estou esperando...
Mission_CH6_Wargame_NoPlay5	VampireGirl>Vá em frente, jogue, é muito fácil!
Mission_CH6_Wargame_1PieceGirl0	VampireGirl>Nunca gostei dessa peça mesmo...
Mission_CH6_Wargame_1PieceGaby0	VampireGirl>Você é tão previsível!
Mission_CH6_Wargame_2PieceGirl0	VampireGirl>Isso NÃO me abalou!
Mission_CH6_Wargame_2PieceGaby0	VampireGirl>Mais uma para mim! Você vai perder...
Mission_CH6_Wargame_3PieceGirl0	VampireGirl>Não é justo! Quero ganhar! Mas você ganhou o direito de continuar sua jornada...
Mission_CH6_Wargame_3PieceGaby0	VampireGirl>Você é terrível! Mais uma partida?
Mission_CH07_RagDollsCombat_Init0	VampireGirl>Agora... brinque com meus bonecos!
Mission_CH07_RagDollsCombat_1DollTemp0	VampireGirl>Hmm... nada mal! mas isso não vai ajudá-lo agora!
Mission_CH07_RagDollsCombat_3DollTemp0	VampireGirl>Ha! Isso não vai mudar nada!
Mission_CH07_RagDollsCombat_1DollDown0	VampireGirl>Como ousa quebrar meus brinquedos!?
Mission_CH07_RagDollsCombat_End0	VampireGirl>NÃO!
Mission_CH09_WoesMoor_Wrong0	Baba vai deixar você subir quando você tiver terminado sua tarefa.
Mission_CH09_WoesMoor_Wrong1	Não incomode a Baba até que você tenha encontrado todas as três chaves.
Mission_CH09_WoesMoor_Wrong2	Baba já avisou para você não voltar sem as chaves.
Scene_CH01_Intro0	Zobek_Off>A luta pela supremacia é eterna, inevitável...
Scene_CH01_Intro1	Zobek_Off>A vitória é o objetivo natural de toda criatura neste mundo.
Scene_CH01_Intro1_1	Zobek_Off>Eles vão matar e morrer para que sua espécie seja dominante.
Scene_CH01_Intro1_2	Zobek_Off>Alguns chamam essa luta eterna de 'equilíbrio', o equilíbrio entre a luz e as trevas...
Scene_CH01_Intro2	Zobek_Off>Estes são tempos sombrios. Dias sem esperança...
Scene_CH01_Intro2_1	Zobek_Off>Os Homens de Fé afirmam que isso é um teste de Deus, para fortalecer nosso espírito.
Scene_CH01_Intro2_2	Zobek_Off>Talvez isso seja verdade. Ou talvez seja simplesmente uma mentira piedosa...
Scene_CH01_Intro3	Zobek_Off>Se isso é verdade, a escuridão veio para engolir a outrora orgulhosa humanidade, e nós estamos presenciando o fim da raça humana.
Scene_CH01_CampFire0	Villager>Quem... Quem é você?
Scene_CH01_CampFire1	Gabriel>Sou Gabriel. Viajei até aqui em busca do Guardião do Lago.
Scene_CH01_CampFire2	Villager>Você é da Ordem? Eles o enviaram?
Scene_CH01_CampFire3	Gabriel>Como posso encontrá-lo?
Scene_CH01_CampFire4	Villager>Ele... Ele vai achá-lo. Na floresta.
Scene_CH01_CampFire5	Zobek_Off>O que motiva um homem a enfrentar os desafios dos quais a maioria de nós fugiria?
Scene_CH01_CampFire5_1	Zobek_Off>Condenando a si mesmo à solidão.
Scene_CH01_CampFire5_2	Zobek_Off>Expondo a si mesmo à derrota e à morte?
Scene_CH01_CampFire6	Zobek_Off>A resposta é... o amor.
Scene_CH01_CampFire6_1	Zobek_Off>Uma força tão poderosa que toda a razão se torna cega perante a ela. Cega em relação a tudo... até mesmo à verdade.
Scene_CH01_CampFire7	Zobek_Off>A perda do amor pode deixar um homem desesperado...
Scene_CH01_CampFire7_1	Zobek_Off>Desesperado o bastante para fazer de tudo para enterrar a verdade, para se esconder de sua dor.
Scene_CH01_CampFire8	Pan>Ouvi dizer que você procura pelo Guardião do Lago. Vou levá-lo até ele, mas precisamos ser rápidos. Suba em minhas costas, rápido!
Scene_CH01_HuntingPath0	Pan>Não posso seguir em frente. Você encontrará o que procura adiante.
Scene_CH01_Mausoleum0	Gabriel>Perdoe-me, irmão... mas minha necessidade é muito maior que a sua.
Scene_CH01_PansTemple0	Gabriel>Apareça!
Scene_CH01_PansTemple0_1	Gabriel>A Irmandade precisa de sua ajuda... Preciso da sua ajuda.
Scene_CH01_PansTemple1	Pan>Sei quem você é, Gabriel...
Scene_CH01_PansTemple2	Pan>Sou o guardião do Lago do Esquecimento, onde os vivos podem se comunicar com os mortos.
Scene_CH01_PansTemple3	Pan>Diga-me, guerreiro, você está ciente do que está acontecendo no mundo?
Scene_CH01_PansTemple4	Gabriel>Fomos abandonados por Deus.
Scene_CH01_PansTemple4_1	Gabriel>Criaturas do vazio chegam para tomar as almas dos homens, para varrer a humanidade da face da Terra.
Scene_CH01_PansTemple5	Pan>E os Anciãos da sua Ordem? O que pensam eles?
Scene_CH01_PansTemple6	Gabriel>Eles não acham que Deus tenha nos abandonado... Eles acreditam que foi um poderoso feitiço lançado por alguém... ou por alguma coisa.
Scene_CH01_PansTemple6_1	Gabriel>Um feitiço que isolou o nosso mundo dos céus, cortando nossa ligação com Deus e permitindo que o mal florescia livremente.
Scene_CH01_PansTemple7	Pan>Por que a Irmandade da Luz o enviou até o Lago do Esquecimento?
Scene_CH01_PansTemple8	Gabriel>Eles sonharam que uma mensagem aguardava por mim neste lago: uma mensagem que contém uma pista para a nossa salvação.
Scene_CH01_PansTemple8_1	Gabriel>Fui instruído a procurá-lo, na esperança de que você pudesse me mostrar o caminho.
Scene_CH01_PansTemple9	Pan>Os Anciãos acreditam que esses sonhos são a última mensagem dos Céus, e que você deveria descobrir alguma coisa da qual ainda não sabemos... É isso?
Scene_CH01_PansTemple10	Gabriel>... Sim... Minha esposa, Marie, foi assassinada há quase dois dias pelo mal que percorre estas terras...
Scene_CH01_PansTemple10_1	Gabriel>Sua alma e a daqueles que partiram recentemente estão presas aqui, e não conseguem encontrar a paz.
Scene_CH01_PansTemple11	Pan>E foi por isso que eles o enviaram até o Lago do Esquecimento, por acreditarem que ela estaria esperando por você aqui? Para entregar uma mensagem a você?
Scene_CH01_PansTemple12	Gabriel>Sim... Você me ajudaria?
Scene_CH01_PansTemple13	Pan>Apenas o mais merecedor dos vivos é digno de falar com os mortos.
Scene_CH01_PansTemple13_1	Pan>Você é digno, Gabriel?
Scene_CH01_PansChallenge0	Pan_Off>Salve sua amada de seu destino... e prove seu valor.
Scene_CH01_Revelation0	Marie>Aah!
Scene_CH01_Revelation1ALT	Gabriel>O que significa isso? Diga-me!
Scene_CH01_Revelation2	Pan>Significa apenas que você passou no teste. Você é digno de entrar no Lago do Esquecimento.
Scene_CH01_Revelation3	Pan>Certifique-se de levar suas Adagas com você. Nunca se sabe.
Scene_CH01_LakeofOblivion0	Zobek_Off>O Lago do Esquecimento, onde os vivos podem se comunicar com os mortos. É aqui onde eu e Gabriel nos encontraremos.
Scene_CH01_Marie0	Zobek>Dê-me sua adaga, rápido!
Scene_CH01_Marie2	Gabriel>Marie!
Scene_CH01_Marie3	Gabriel>Me perdoe. Eu não estava lá para te salvar.
Scene_CH01_Marie4	Marie>Não há nada a perdoar, meu amor...
Scene_CH01_Marie5	Marie>... Estou tão feliz em ver seu rosto novamente...
Scene_CH01_Marie6	Gabriel>E eu por ver o seu...
Scene_CH01_Marie6_1	Gabriel>Meu amor, os Anciãos da Ordem esperam que você possa nos ajudar a entender o que está acontecendo...
Scene_CH01_Marie6_2	Gabriel>... o mundo tem sido isolado dos Céus.
Scene_CH01_Marie6_3	Gabriel>Alguns acreditam que Deus tenha nos abandonado. Será verdade?
Scene_CH01_Marie7	Marie>Sinto que... que os espíritos estão tentando falar comigo.
Scene_CH01_Marie7_1	Marie>Eles sussurram coisas para mim...
Scene_CH01_Marie7_2	Marie>É difícil entender todos eles. É... é tão escuro, tanta gente chorando. Não consigo achá-los na escuridão.
Scene_CH01_Marie7_3	Marie>Estou assustada...
Scene_CH01_Marie7_3a	Marie>Há mais alguma coisa... Uma sombra sobre minha mente.
Scene_CH01_Marie7_4	Marie>Você tem de nos ajudar, Gabriel.
Scene_CH01_Marie8	Gabriel>O que eles estão te dizendo? Quem são 'Eles'?
Scene_CH01_Marie9	Marie>Eles são os Espíritos que fundaram sua Ordem... E que o poder dos Senhores das Trevas é a chave.
Scene_CH01_Marie9_1	Marie>Eles falam sobre uma profecia... Não entendo o que eles querem dizer...
Scene_CH01_Marie9_2	Marie>Sinto que estou desaparecendo... Não posso vê-lo... a escuridão está se fechando ao meu redor. Eu te amo, Gabriel...
Scene_CH01_Marie10	Gabriel>Não... Marie, não se vá! Marie!... Também te amo...
Scene_CH01_Marie11	Gabriel>Por que você está aqui? Quem o enviou?
Scene_CH01_Marie12	Zobek>Sou Zobek, um guerreiro da sua Irmandade. O Pan e eu somos velhos conhecidos.
Scene_CH01_Marie12_1	Zobek>Ele teve a impressão de que você precisaria de minha ajuda.
Scene_CH01_Marie13	Gabriel>Hmm... Já ouvi falar de você. Desculpe-me. Meu nome é Belmont.
Scene_CH01_Marie14	Zobek>Sei quem você é. Aquele espírito era de alguém que você conhecia?
Scene_CH01_Marie15	Gabriel>Sim, era... minha esposa...
Scene_CH01_Marie16	Zobek>Perdoe-me: não pude deixar de ouvir o que ela te contou.
Scene_CH01_Marie16_1	Zobek>Parece que os Espíritos que fundaram a nossa Ordem estão tentando nos dizer algo muito importante através dela.
Scene_CH01_Marie17	Gabriel>O que você quer dizer com isso?
Scene_CH01_Marie18	Zobek>Quero dizer apenas que os fundadores parecem estar usando os mortos para se comunicarem conosco...
Scene_CH01_Marie18_1	Zobek>A profecia vem sendo mantida em segredo há muitos séculos. Ela é conhecida apenas por alguns escolhidos.
Scene_CH01_Marie18_2	Zobek>Ela não tinha como saber disso, a não ser que...
Scene_CH01_Marie18_3	Zobek>ELES tenham conseguido contar a ela de alguma forma. Louvado seja o Senhor!
Scene_CH01_Marie19	Gabriel>Que profecia?
Scene_CH01_Marie20	Zobek>Está escrito que um guerreiro de coração puro vai tomar o poder dos Senhores das Trevas para si e usá-lo para superar todo o mal.
Scene_CH01_Marie20_1	Zobek>Dizem que esse guerreiro se tornaria o vassalo de Deus na Terra... extremamente poderoso... Ele poderia fazer qualquer coisa...
Scene_CH01_Marie21	Zobek>Os espíritos fundadores não nos abandonaram, Gabriel! Graças à sua Marie, nós agora sabemos que ainda há alguma esperança.
Scene_CH01_Marie21_1	Zobek>Nós temos de entrar nas terras dos Senhores das Trevas, você e eu... Precisamos tomar os poderes que eles detêm e unir os Céus com este mundo mais uma vez...
Scene_CH01_Marie21_2	Zobek>... Não está vendo, Gabriel? Você pode trazê-la de volta!
Scene_CH01_Marie22	Gabriel>Se o que você diz é verdade, então precisamos agir rápido e em segredo.
Scene_CH01_Marie22_1	Gabriel>Os Senhores das Trevas não podem suspeitar que estamos atrás deles ou voltarão toda a atenção para nós.
Scene_CH01_Marie23	Gabriel>Você e eu devemos seguir rotas diferentes...
Scene_CH01_Marie23_1	Gabriel>Vou seguir caminho para a Terra dos Lycans. Você segue para o território dos Vampiros e prepare o terreno...
Scene_CH01_Marie23_2	Gabriel>Então seguiremos juntos até o Senhor dos Necromantes... seus domínios estão mais distantes.
Scene_CH01_Marie23_3	Gabriel>Nosso inimigo não deve suspeitar de nada.
Scene_CH01_Marie24	Zobek>Tome. Isso permite que você absorva energia espiritual e vai ajudar a curar seus ferimentos.
Scene_CH01_Marie25	Zobek>Boa sorte, meu amigo. Que a vitória seja nossa.
Scene_CH01_Marie26	Gabriel>Obrigado, Irmão. Você renovou minhas esperanças.
Scene_CH02_Claudia_A0	Gabriel>Espere!
Scene_CH02_Claudia_A1	Claudia>Siga-me!
Scene_CH02_Claudia_B0	Claudia>Por aqui!
Scene_CH02_Ambush_A0	Claudia>Pare!
Scene_CH02_Ambush_A1	Claudia>Você viu o poder que reside nesses cristais?
Scene_CH02_Ambush_A2	Claudia>Os cristais podem ser realmente úteis em combate.
Scene_CH02_Ambush_A3	Claudia>Você pode encontrar fragmentos de cristal espalhados por todo lado. Eu mesmo costumo procurar por eles.
Scene_CH02_Ambush_A4	Gabriel>Como posso ouvir sua voz se...
